Method	Dataset	Metric	Value	Set
EpitopeTransfer(ESM-1b)	Enterobacteriaceae	Sensitivity	0.792563600782779	NoLeakage
EpitopeTransfer(ESM-1b)	Enterobacteriaceae	Specificity	0.68630849220104	NoLeakage
EpitopeTransfer(ESM-1b)	Enterobacteriaceae	Balanced accuracy	0.739436046491909	NoLeakage
EpitopeTransfer(ESM-1b)	Enterobacteriaceae	Accuracy	0.736213235294118	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	AUC	0.971612338362069	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	F1	0.780141843971631	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	MCC	0.765919196345281	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	PPV	0.662650602409638	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	NPV	0.993839835728953	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	Sensitivity	0.948275862068966	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	Specificity	0.9453125	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	Balanced accuracy	0.946794181034483	NoLeakage
EpitopeTransfer(ESM-1b)	Filoviridae	Accuracy	0.945614035087719	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	AUC	0.593038481683458	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	F1	0.444015444015444	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	MCC	0.240911452563318	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	PPV	0.680473372781065	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	NPV	0.609022556390977	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	Sensitivity	0.329512893982808	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	Specificity	0.870967741935484	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	Balanced accuracy	0.600240317959146	NoLeakage
EpitopeTransfer(ESM-1b)	Human Gammaherpesvirus 4	Accuracy	0.624755700325733	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	AUC	0.755717925030094	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	F1	0.817950889077053	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	MCC	0.175976033435571	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	PPV	0.786644951140065	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	NPV	0.408450704225352	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	Sensitivity	0.851851851851852	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	Specificity	0.306878306878307	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	Balanced accuracy	0.579365079365079	NoLeakage
EpitopeTransfer(ESM-1b)	Influenza A	Accuracy	0.715608465608466	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	AUC	0.789048789048789	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	F1	0.925	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	MCC	0.769589628905795	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	PPV	0.86046511627907	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	NPV	1	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	Sensitivity	1	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	Specificity	0.688311688311688	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	Balanced accuracy	0.844155844155844	NoLeakage
EpitopeTransfer(ESM-1b)	Lentivirus	Accuracy	0.893333333333333	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	AUC	0.522334558823529	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	F1	0.592	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	MCC	-0.135950971827857	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	PPV	0.448484848484848	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	NPV	0.3125	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	Sensitivity	0.870588235294118	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	Specificity	0.0520833333333333	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	Balanced accuracy	0.461335784313726	NoLeakage
EpitopeTransfer(ESM-1b)	Measles morbilivirus	Accuracy	0.43646408839779	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	AUC	0.725381535066513	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	F1	0.565074135090609	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	MCC	0.286167160029344	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	PPV	0.481065918653576	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	NPV	0.790450928381963	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	Sensitivity	0.684630738522954	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	Specificity	0.616977225672878	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	Balanced accuracy	0.650803982097916	NoLeakage
EpitopeTransfer(ESM-1b)	Mononegavirales	Accuracy	0.640081799591002	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	AUC	0.522180072976599	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	F1	0.58593054318789	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	MCC	-0.0306635517105727	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	PPV	0.508762886597938	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	NPV	0.457668711656442	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	Sensitivity	0.690692792162351	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	Specificity	0.281297134238311	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	Balanced accuracy	0.485994963200331	NoLeakage
EpitopeTransfer(ESM-1b)	M. tuberculosis	Accuracy	0.493647912885662	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	AUC	0.688989604462475	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	F1	0.383561643835616	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	MCC	0.225648817632917	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	PPV	0.318181818181818	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	NPV	0.87603305785124	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	Sensitivity	0.482758620689655	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	Specificity	0.779411764705882	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	Balanced accuracy	0.631085192697769	NoLeakage
EpitopeTransfer(ESM-1b)	Orthopoxvirus	Accuracy	0.727272727272727	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	AUC	0.626022741112255	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	F1	0.362179487179487	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	MCC	0.272042861609763	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	PPV	0.423220973782772	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	NPV	0.884578997161779	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	Sensitivity	0.316526610644258	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	Specificity	0.923913043478261	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	Balanced accuracy	0.620219827061259	NoLeakage
EpitopeTransfer(ESM-1b)	O. volvulus	Accuracy	0.832843343133137	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	AUC	0.72053872053872	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	F1	0.835051546391753	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	MCC	0.147382635309143	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	PPV	0.716814159292035	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	NPV	1	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	Sensitivity	1	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	Specificity	0.0303030303030303	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	Balanced accuracy	0.515151515151515	NoLeakage
EpitopeTransfer(ESM-1b)	P. aeruginosa	Accuracy	0.719298245614035	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	AUC	0.81044911944787	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	F1	0.826028190770419	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	MCC	0.505325441216076	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	PPV	0.792515746572805	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	NPV	0.731918238993711	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	Sensitivity	0.8625	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	Specificity	0.624413145539906	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	Balanced accuracy	0.743456572769953	NoLeakage
EpitopeTransfer(ESM-1b)	P. falciparum	Accuracy	0.773105011332158	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	AUC	0.556675464273718	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	F1	0.437463641652123	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	MCC	0.0562945514980207	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	PPV	0.29746835443038	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	NPV	0.764880952380952	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	Sensitivity	0.826373626373626	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	Specificity	0.224454148471616	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	Balanced accuracy	0.525413887422621	NoLeakage
EpitopeTransfer(ESM-1b)	S. mansoni	Accuracy	0.395625	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	AUC	0.705363942987705	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	F1	0.81057268722467	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	MCC	0.218267589534157	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	PPV	0.73015873015873	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	NPV	0.560975609756098	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	Sensitivity	0.910891089108911	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	Specificity	0.252747252747253	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	Balanced accuracy	0.581819170928082	NoLeakage
EpitopeTransfer(ESM-1b)	T. gondii	Accuracy	0.706484641638225	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	AUC	0.532599020916778	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	F1	0.61878453038674	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	MCC	0.0852995172896038	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	PPV	0.756756756756757	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	NPV	0.32	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	Sensitivity	0.523364485981308	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	Specificity	0.571428571428571	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	Balanced accuracy	0.54739652870494	NoLeakage
EpitopeTransfer(ESM2)	B. pertussis	Accuracy	0.536912751677852	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	AUC	0.655840176492217	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	F1	0.236024844720497	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	MCC	0.13687799822649	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	PPV	0.158333333333333	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	NPV	0.931034482758621	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	Sensitivity	0.463414634146341	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	Specificity	0.746231155778894	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	Balanced accuracy	0.604822894962618	NoLeakage
EpitopeTransfer(ESM2)	C. difficile	Accuracy	0.719817767653758	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	AUC	0.632407407407407	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	F1	0.67175572519084	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	MCC	0.282402513712573	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	PPV	0.571428571428571	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	NPV	0.72972972972973	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	Sensitivity	0.814814814814815	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	Specificity	0.45	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	Balanced accuracy	0.632407407407407	NoLeakage
EpitopeTransfer(ESM2)	Corynebacterium	Accuracy	0.62280701754386	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	AUC	0.834321661646586	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	F1	0.773662551440329	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	MCC	0.567905142408348	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	PPV	0.817391304347826	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	NPV	0.752727272727273	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	Sensitivity	0.734375	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	Specificity	0.831325301204819	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	Balanced accuracy	0.78285015060241	NoLeakage
EpitopeTransfer(ESM2)	C. trachomatis	Accuracy	0.782178217821782	NoLeakage
EpitopeTransfer(ESM2)	E. coli	AUC	0.909198113207547	NoLeakage
EpitopeTransfer(ESM2)	E. coli	F1	0.886363636363636	NoLeakage
EpitopeTransfer(ESM2)	E. coli	MCC	0.44184302632868	NoLeakage
EpitopeTransfer(ESM2)	E. coli	PPV	0.795918367346939	NoLeakage
EpitopeTransfer(ESM2)	E. coli	NPV	1	NoLeakage
EpitopeTransfer(ESM2)	E. coli	Sensitivity	1	NoLeakage
EpitopeTransfer(ESM2)	E. coli	Specificity	0.245283018867925	NoLeakage
EpitopeTransfer(ESM2)	E. coli	Balanced accuracy	0.622641509433962	NoLeakage
EpitopeTransfer(ESM2)	E. coli	Accuracy	0.808612440191388	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	AUC	0.82065274532215	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	F1	0.708719851576994	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	MCC	0.426525043973779	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	PPV	0.673721340388007	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	NPV	0.752399232245681	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	Sensitivity	0.747553816046967	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	Specificity	0.679376083188908	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	Balanced accuracy	0.713464949617937	NoLeakage
EpitopeTransfer(ESM2)	Enterobacteriaceae	Accuracy	0.711397058823529	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	AUC	0.958546605603448	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	F1	0.650793650793651	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	MCC	0.610138025398834	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	PPV	0.602941176470588	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	NPV	0.966135458167331	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	Sensitivity	0.706896551724138	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	Specificity	0.947265625	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	Balanced accuracy	0.827081088362069	NoLeakage
EpitopeTransfer(ESM2)	Filoviridae	Accuracy	0.92280701754386	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	AUC	0.611965232632577	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	F1	0.341296928327645	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	MCC	0.274616510200839	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	PPV	0.828729281767956	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	NPV	0.595273264401773	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	Sensitivity	0.214899713467049	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	Specificity	0.962962962962963	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	Balanced accuracy	0.588931338215006	NoLeakage
EpitopeTransfer(ESM2)	Human Gammaherpesvirus 4	Accuracy	0.622801302931596	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	AUC	0.653588458703097	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	F1	0.782449725776965	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	MCC	0.217714632883973	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	PPV	0.812144212523719	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	NPV	0.393013100436681	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	Sensitivity	0.754850088183421	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	Specificity	0.476190476190476	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	Balanced accuracy	0.615520282186949	NoLeakage
EpitopeTransfer(ESM2)	Influenza A	Accuracy	0.685185185185185	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	AUC	0.665891540891541	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	F1	0.821114369501466	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	MCC	0.349966268825679	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	PPV	0.725388601036269	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	NPV	0.75	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	Sensitivity	0.945945945945946	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	Specificity	0.311688311688312	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	Balanced accuracy	0.628817128817129	NoLeakage
EpitopeTransfer(ESM2)	Lentivirus	Accuracy	0.728888888888889	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	AUC	0.595266544117647	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	F1	0.637964774951076	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	MCC	0.0677638142781298	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	PPV	0.478005865102639	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	NPV	0.666666666666667	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	Sensitivity	0.958823529411765	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	Specificity	0.0729166666666667	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	Balanced accuracy	0.515870098039216	NoLeakage
EpitopeTransfer(ESM2)	Measles morbilivirus	Accuracy	0.488950276243094	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	AUC	0.786712289706302	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	F1	0.63752276867031	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	MCC	0.42753861703481	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	PPV	0.586264656616415	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	NPV	0.826436781609195	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	Sensitivity	0.698602794411178	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	Specificity	0.744306418219462	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	Balanced accuracy	0.72145460631532	NoLeakage
EpitopeTransfer(ESM2)	Mononegavirales	Accuracy	0.728698023176551	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	AUC	0.520650139799689	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	F1	0.257157730348777	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	MCC	-0.0155477994384481	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	PPV	0.502032520325203	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	NPV	0.477684489615555	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	Sensitivity	0.172848145556333	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	Specificity	0.815233785822021	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	Balanced accuracy	0.494040965689177	NoLeakage
EpitopeTransfer(ESM2)	M. tuberculosis	Accuracy	0.482032667876588	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	AUC	0.648580121703854	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	F1	0.351648351648352	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	MCC	0.167775747050308	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	PPV	0.258064516129032	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	NPV	0.87378640776699	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	Sensitivity	0.551724137931034	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	Specificity	0.661764705882353	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	Balanced accuracy	0.606744421906694	NoLeakage
EpitopeTransfer(ESM2)	Orthopoxvirus	Accuracy	0.642424242424242	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	AUC	0.605610129427265	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	F1	0.141935483870968	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	MCC	0.0950153056006651	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	PPV	0.305555555555556	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	NPV	0.857457105147382	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	Sensitivity	0.092436974789916	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	Specificity	0.962944664031621	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	Balanced accuracy	0.527690819410768	NoLeakage
EpitopeTransfer(ESM2)	O. volvulus	Accuracy	0.832423351532969	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	AUC	0.719603441825664	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	F1	0.741721854304636	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	MCC	0.248841822914364	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	PPV	0.8	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	NPV	0.431818181818182	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	Sensitivity	0.691358024691358	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	Specificity	0.575757575757576	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	Balanced accuracy	0.633557800224467	NoLeakage
EpitopeTransfer(ESM2)	P. aeruginosa	Accuracy	0.657894736842105	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	AUC	0.793691720213756	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	F1	0.80458495100758	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	MCC	0.409890793054393	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	PPV	0.742915670877433	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	NPV	0.708253358925144	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	Sensitivity	0.87741935483871	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	Specificity	0.494969818913481	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	Balanced accuracy	0.686194586876095	NoLeakage
EpitopeTransfer(ESM2)	P. falciparum	Accuracy	0.733820196424075	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	AUC	0.538916454724315	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	F1	0.368471035137702	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	MCC	0.0685676487827733	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	PPV	0.324414715719064	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	NPV	0.739520958083832	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	Sensitivity	0.426373626373626	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	Specificity	0.647161572052402	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	Balanced accuracy	0.536767599213014	NoLeakage
EpitopeTransfer(ESM2)	S. mansoni	Accuracy	0.584375	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	AUC	0.651398106843651	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	F1	0.831509846827133	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	MCC	0.311698750416755	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	PPV	0.745098039215686	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	NPV	0.684210526315789	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	Sensitivity	0.940594059405941	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	Specificity	0.285714285714286	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	Balanced accuracy	0.613154172560113	NoLeakage
EpitopeTransfer(ESM2)	T. gondii	Accuracy	0.737201365187713	NoLeakage
EpitopeVec	B. pertussis	AUC	0.575001916573677	NoLeakage
EpitopeVec	B. pertussis	F1	0.50354609929078	NoLeakage
EpitopeVec	B. pertussis	MCC	-0.0278819505194097	NoLeakage
EpitopeVec	B. pertussis	PPV	0.698360655737705	NoLeakage
EpitopeVec	B. pertussis	NPV	0.275938189845475	NoLeakage
EpitopeVec	B. pertussis	Sensitivity	0.393715341959335	NoLeakage
EpitopeVec	B. pertussis	Specificity	0.576036866359447	NoLeakage
EpitopeVec	B. pertussis	Balanced accuracy	0.484876104159391	NoLeakage
EpitopeVec	B. pertussis	Accuracy	0.445910290237467	NoLeakage
EpitopeVec	C. difficile	AUC	0.510322878702325	NoLeakage
EpitopeVec	C. difficile	F1	0.3	NoLeakage
EpitopeVec	C. difficile	MCC	0.07576051865587	NoLeakage
EpitopeVec	C. difficile	PPV	0.192592592592593	NoLeakage
EpitopeVec	C. difficile	NPV	0.865291262135922	NoLeakage
EpitopeVec	C. difficile	Sensitivity	0.678260869565217	NoLeakage
EpitopeVec	C. difficile	Specificity	0.420897284533648	NoLeakage
EpitopeVec	C. difficile	Balanced accuracy	0.549579077049433	NoLeakage
EpitopeVec	C. difficile	Accuracy	0.464443354585581	NoLeakage
EpitopeVec	Corynebacterium	AUC	0.521394395078606	NoLeakage
EpitopeVec	Corynebacterium	F1	0.374384236453202	NoLeakage
EpitopeVec	Corynebacterium	MCC	0.160014855560438	NoLeakage
EpitopeVec	Corynebacterium	PPV	0.775510204081633	NoLeakage
EpitopeVec	Corynebacterium	NPV	0.42	NoLeakage
EpitopeVec	Corynebacterium	Sensitivity	0.246753246753247	NoLeakage
